,ISBN,Book_Title,Book_Author,Year_Of_Publication,Book_Publisher,Image_Small,Image_Medium,Image_Large,Important_Features
644,0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
645,0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,http://images.amazon.com/images/P/0670880728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670880728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670880728.01.LZZZZZZZ.jpg,Helen Fielding Viking Books
646,0345422317,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg,John Case Ballantine Books
647,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,http://images.amazon.com/images/P/0446520802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446520802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446520802.01.LZZZZZZZ.jpg,Nicholas Sparks Warner Books
648,0515130966,Riptide,Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515130966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.LZZZZZZZ.jpg,Catherine Coulter Jove Books
649,0425092917,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425092917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425092917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425092917.01.LZZZZZZZ.jpg,Anne Tyler Berkley Publishing Group
650,0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,http://images.amazon.com/images/P/0451160525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160525.01.LZZZZZZZ.jpg,Stephen King New American Library
651,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,http://images.amazon.com/images/P/1558745157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.LZZZZZZZ.jpg,Dave Pelzer Health Communications
652,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,http://images.amazon.com/images/P/0446675059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446675059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446675059.01.LZZZZZZZ.jpg,Billie Letts Warner Books
653,0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316781010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316781010.01.LZZZZZZZ.jpg,Anita Shreve Back Bay Books
654,0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg,Patricia Daniels Cornwell Berkley Publishing Group
655,0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425136981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425136981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425136981.01.LZZZZZZZ.jpg,Dean R. Koontz Berkley Publishing Group
656,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books,http://images.amazon.com/images/P/0804115761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804115761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804115761.01.LZZZZZZZ.jpg,JANE SMILEY Ivy Books
657,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867091.01.LZZZZZZZ.jpg,Mary Higgins Clark Pocket
658,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg,Dean R. Koontz Berkley Publishing Group
659,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345386108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.LZZZZZZZ.jpg,Dean R. Koontz Ballantine Books
660,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,http://images.amazon.com/images/P/0451203771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg,Maeve Binchy Signet Book
661,0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,http://images.amazon.com/images/P/0786867647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786867647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786867647.01.LZZZZZZZ.jpg,Michael J. Fox Hyperion
662,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515133973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
663,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg,Adriana Trigiani Ballantine Books
664,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books,http://images.amazon.com/images/P/0670894184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670894184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670894184.01.LZZZZZZZ.jpg,Tawni O'Dell Viking Books
665,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg,LAURA ESQUIVEL Anchor
666,0553574574,Beach Music,Pat Conroy,1996,Bantam Books,http://images.amazon.com/images/P/0553574574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.LZZZZZZZ.jpg,Pat Conroy Bantam Books
667,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg,Patricia Gaffney HarperTorch
668,0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg,Robin Cook Berkley Publishing Group
669,0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149155.01.LZZZZZZZ.jpg,Sue Grafton Putnam Publishing Group
670,0449910237,Moo,Jane Smiley,1996,Ballantine Books,http://images.amazon.com/images/P/0449910237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449910237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449910237.01.LZZZZZZZ.jpg,Jane Smiley Ballantine Books
671,0425150143,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425150143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425150143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425150143.01.LZZZZZZZ.jpg,Tom Clancy Berkley Publishing Group
672,0446609404,Cradle and All,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446609404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609404.01.LZZZZZZZ.jpg,James Patterson Warner Vision
673,0449203794,Space,James A. Michener,1988,Fawcett Books,http://images.amazon.com/images/P/0449203794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449203794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449203794.01.LZZZZZZZ.jpg,James A. Michener Fawcett Books
674,0385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese,http://images.amazon.com/images/P/0385503954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503954.01.LZZZZZZZ.jpg,Ian McEwan Nan A. Talese
675,0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,http://images.amazon.com/images/P/0842329242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329242.01.LZZZZZZZ.jpg,Tim F. Lahaye Tyndale House Publishers
676,0679731725,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA,http://images.amazon.com/images/P/0679731725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679731725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679731725.01.LZZZZZZZ.jpg,Kazuo Ishiguro Vintage Books USA
677,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312265859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265859.01.LZZZZZZZ.jpg,Janet Evanovich St. Martin's Press
678,0425151867,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425151867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425151867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425151867.01.LZZZZZZZ.jpg,Robin Cook Berkley Publishing Group
679,0312982518,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312982518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312982518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312982518.01.LZZZZZZZ.jpg,Robert Ludlum St. Martin's Paperbacks
680,0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg,Jean M. Auel Bantam Books
681,0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,http://images.amazon.com/images/P/0446363251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446363251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446363251.01.LZZZZZZZ.jpg,Alexandra Ripley Warner Books
682,0440223202,Evening Class,Maeve Binchy,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440223202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223202.01.LZZZZZZZ.jpg,Maeve Binchy Dell Publishing Company
683,0140042598,On the Road,Jack Kerouac,1991,Penguin Books,http://images.amazon.com/images/P/0140042598.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042598.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042598.01.LZZZZZZZ.jpg,Jack Kerouac Penguin Books
684,0446364800,The General's Daughter,Nelson DeMille,1993,Warner Books,http://images.amazon.com/images/P/0446364800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364800.01.LZZZZZZZ.jpg,Nelson DeMille Warner Books
685,014100018X,Chocolat,Joanne Harris,2000,Penguin Books,http://images.amazon.com/images/P/014100018X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.LZZZZZZZ.jpg,Joanne Harris Penguin Books
686,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg,Eoin Colfer Miramax Kids
687,0440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg,Maeve Binchy Dell
688,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
689,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg,Nora Roberts Jove Pubns
690,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
691,0671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg,Judy Blume Pocket
692,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg,MADELEINE L'ENGLE Yearling
693,0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg,Toni Morrison Plume Books
694,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg,Meggin Cabot Avon Trade
695,0515122734,Sanctuary,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515122734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
696,0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842329250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329250.01.LZZZZZZZ.jpg,Tim Lahaye Tyndale House Publishers
697,0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg,Margaret Atwood Anchor Books/Doubleday
698,0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",http://images.amazon.com/images/P/0316777722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.LZZZZZZZ.jpg,"David Sedaris Little, Brown"
699,0679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,http://images.amazon.com/images/P/0679744398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg,CORMAC MCCARTHY Vintage
700,0446611085,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446611085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611085.01.LZZZZZZZ.jpg,James Patterson Warner Books
701,0440224594,The Return Journey,MAEVE BINCHY,1999,Dell,http://images.amazon.com/images/P/0440224594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg,MAEVE BINCHY Dell
702,0553569155,Seinlanguage,Jerry Seinfeld,1995,Bantam Books,http://images.amazon.com/images/P/0553569155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569155.01.LZZZZZZZ.jpg,Jerry Seinfeld Bantam Books
703,034536676X,The World According to Garp,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/034536676X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034536676X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034536676X.01.LZZZZZZZ.jpg,John Irving Ballantine Books
704,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket,http://images.amazon.com/images/P/0743437802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437802.01.LZZZZZZZ.jpg,Jeffery Deaver Pocket
705,0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
706,0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,http://images.amazon.com/images/P/0679735771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735771.01.LZZZZZZZ.jpg,Bret Easton Ellis Vintage Books USA
707,067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/067100042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067100042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067100042X.01.LZZZZZZZ.jpg,Mary Higgins Clark Pocket
708,0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg,Sue Grafton Fawcett Books
709,0425158632,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158632.01.LZZZZZZZ.jpg,Tom Clancy Berkley Publishing Group
710,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg,James Patterson Warner Books
711,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374199698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374199698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374199698.01.LZZZZZZZ.jpg,"Jeffrey Eugenides Farrar, Straus and Giroux"
